ent.frame (Entity ID)	ent.slot (Property)	ent.short_value (Scale reference term ID)	Scale Top Class ID
http://who.int/icd#6444_890e173e_8bc7_44a1_9345_a738531fdd8e	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1356	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K65-K67	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1359	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K65	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1362	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#14150_1a025aad_bab4_45d3_85b5_2f8609f7d6c2	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1365	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#17674_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1368	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#14201_1a025aad_bab4_45d3_85b5_2f8609f7d6c2	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1371	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#14233_1a025aad_bab4_45d3_85b5_2f8609f7d6c2	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1374	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#17749_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1377	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#17734_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1380	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4290_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1383	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#14278_1a025aad_bab4_45d3_85b5_2f8609f7d6c2	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1386	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#17779_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1389	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K66	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1392	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#19637_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1395	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K66.0	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1398	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6396_599a597b_6a33_44a6_bf97_915e75834e46	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_140	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K66.1	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1401	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K90.3	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1404	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#15048_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1407	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#88_73c4b39c_f762_4f19_8fad_6805122b0d65	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1410	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#11055_81655b5c_debe_4590_b8ad_ea6448685723	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1413	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#15015_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1416	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2550_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1419	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1100_99aed0e6_3707_4241_bb2b_12b1df36e984	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1422	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5784_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1425	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5820_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1428	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12375_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_143	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5904_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1431	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5892_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1434	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5928_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1437	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1111_99aed0e6_3707_4241_bb2b_12b1df36e984	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1440	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5808_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1443	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5868_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1446	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5880_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1449	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5796_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1452	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5844_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1455	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5856_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1458	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12915_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_146	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#990_99aed0e6_3707_4241_bb2b_12b1df36e984	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1464	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#18832_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1467	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K22.3	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_147	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3792_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1470	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1440_599a597b_6a33_44a6_bf97_915e75834e46	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1473	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6276_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1476	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6288_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1479	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3876_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1482	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K57.32	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1485	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3780_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1488	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3840_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1491	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3852_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1494	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K30	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1497	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3768_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1500	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3816_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1503	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3828_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1506	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6324_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1509	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K22.0	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_151	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1122_99aed0e6_3707_4241_bb2b_12b1df36e984	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1512	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K58	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1515	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K58.0	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1518	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#18854_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1521	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K59.0	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1524	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K59.1	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1527	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I07.1	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_153	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1008_599a597b_6a33_44a6_bf97_915e75834e46	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1530	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#18865_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1533	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#18876_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1536	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5832_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1539	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#803_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_154	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5988_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1542	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3598_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1545	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6012_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1548	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3630_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1551	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1133_99aed0e6_3707_4241_bb2b_12b1df36e984	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1554	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3436_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1557	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3468_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1560	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3500_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1563	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3564_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1566	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3532_bdfe97d6_6390_4397_97b5_a723238e5e25	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1569	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#20614_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1572	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5976_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1575	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#20625_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1578	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#814_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_158	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#20636_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1581	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1155_99aed0e6_3707_4241_bb2b_12b1df36e984	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1584	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#10095_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1587	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#20724_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1593	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#20658_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1596	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3287_4496c652_618a_48cb_9de0_71479d771643	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1599	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#13750_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_16	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12990_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_160	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3876_599a597b_6a33_44a6_bf97_915e75834e46	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1602	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K91.4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_1605	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1001_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_161	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1023_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_165	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12930_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_167	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1012_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_168	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12133_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_172	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I07.2	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_174	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K21	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_175	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12386_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_179	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#748_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_182	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12419_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_185	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12397_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_188	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12452_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_191	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I37.1	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_193	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#759_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_194	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#K22.7	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_198	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#N17.0	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_2	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#13050_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_200	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12463_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_201	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#836_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_205	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#13065_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_207	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1826_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_208	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#847_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_212	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#19532_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_214	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#825_2985fd4a_87e8_4e76_ac83_2a5b74c14300	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_215	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#J40-J47	http://who.int/icd#hasCourseScale	http://who.int/icd#PostcoordinationCourseScaleTerm_2200	http://who.int/icd#7473_6649f4ab_e2bf_447e_94a9_797fc66c1078
