ent.frame (Entity ID)	ent.slot (Property)	ent.short_value (Scale reference term ID)	Final Scale Top Class ID
http://who.int/icd#2310_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_766	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F10.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_780	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F12.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_784	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4923_a5d1dc5c_3221_4a4d_b73c_ceec9efbd61d	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_788	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12780_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_79	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F11.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_792	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F13.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_796	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6675_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_7966	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12585_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F14.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_800	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F15.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_804	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3540_a5d1dc5c_3221_4a4d_b73c_ceec9efbd61d	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_808	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5475_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_812	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#S00	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8131	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F16.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_816	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#G30	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8162	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#G31.8	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8170	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2443_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8174	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2006_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8178	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2477_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8182	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2647_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8186	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3038_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8190	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4652_ec61a7c4_a811_4a6f_9fa7_7d5743205846	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8194	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3446_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8198	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F17.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_820	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3599_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8202	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3650_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8206	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#G30.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8217	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#G30.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8221	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4188_ec61a7c4_a811_4a6f_9fa7_7d5743205846	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8225	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2023_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8229	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2057_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_8233	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#F18.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_824	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5490_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_828	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#12795_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_83	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#5520_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_832	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6154_d5c5b789_da9f_4a74_86b8_ae9f244b45b5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_836	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2698_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_84	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#6579_d5c5b789_da9f_4a74_86b8_ae9f244b45b5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_840	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#19472_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_87	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#1892_74fcbecc_4f13_4807_bc9e_0d9faa9a1276	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_893	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2342_74fcbecc_4f13_4807_bc9e_0d9faa9a1276	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_899	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2207_74fcbecc_4f13_4807_bc9e_0d9faa9a1276	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_903	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I35.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_91	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#2715_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_96	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#C43	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_970	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I06.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_98	http://who.int/icd#7553_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#C95.9	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_575	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#18932_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_591	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C95.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_597	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C92	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_603	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#1380_ba87b2a9_f9c3_4e43_97f4_32e115e4d093	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_609	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C91	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_615	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#10351_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_621	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C93.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_627	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#18767_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_633	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#18782_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_639	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#555_ba87b2a9_f9c3_4e43_97f4_32e115e4d093	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_645	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C81-C96	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_651	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#D46	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_657	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#3542_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_663	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C92.2	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_669	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C93.3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_675	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#18812_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_681	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#1365_ba87b2a9_f9c3_4e43_97f4_32e115e4d093	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_687	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C92.3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_700	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C90.3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_706	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C90.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_712	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C88.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_718	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C94.4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_724	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#930_ba87b2a9_f9c3_4e43_97f4_32e115e4d093	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_730	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C94.3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_736	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C94.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_742	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#9999_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_748	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C90.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_754	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C92.5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_760	http://who.int/icd#56961_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#510_2131216e_9dc2_4ce6_990e_a6b0a4dbe166	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_240	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C00	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_274	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#2070_2494a080_32f2_4041_86cd_e358ae853fc5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_352	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#10380_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_359	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#595_b89758b2_1812_439d_a5c5_2b03dca4dfa3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_372	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#663_b89758b2_1812_439d_a5c5_2b03dca4dfa3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_381	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C18.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_391	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C18.2	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_398	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C18.3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_405	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#10425_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_412	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#10500_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_419	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#629_b89758b2_1812_439d_a5c5_2b03dca4dfa3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_426	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C18.4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_433	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#C18.7	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_440	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#1920_2131216e_9dc2_4ce6_990e_a6b0a4dbe166	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_447	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#697_b89758b2_1812_439d_a5c5_2b03dca4dfa3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_454	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#680_b89758b2_1812_439d_a5c5_2b03dca4dfa3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_461	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#714_b89758b2_1812_439d_a5c5_2b03dca4dfa3	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_468	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#2115_2494a080_32f2_4041_86cd_e358ae853fc5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_475	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#2100_2494a080_32f2_4041_86cd_e358ae853fc5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_482	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#2130_2494a080_32f2_4041_86cd_e358ae853fc5	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_489	http://who.int/icd#56851_735007d5_2555_4eb5_a762_282e008a1468
http://who.int/icd#4500_2131216e_9dc2_4ce6_990e_a6b0a4dbe166	http://who.int/icd#hasAlternativeSeverity1Scale	http://who.int/icd#PostcoordinationSeverityScaleTerm_1002	http://who.int/icd#7669_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#17545_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_483	http://who.int/icd#7594_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#II	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_596	http://who.int/icd#7594_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#N81.2	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_1027	http://who.int/icd#7575_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#J44	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_13	http://who.int/icd#7650_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I50	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_254	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#J44.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_334	http://who.int/icd#7650_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#J44.8	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_340	http://who.int/icd#7650_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#J44.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_346	http://who.int/icd#7650_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I50.0	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_628	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#3345_1c662c6b_68f9_42a4_b7d3_90798bfc2caa	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_809	http://who.int/icd#7575_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4650_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_846	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#I50.1	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_852	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#14009_8716753b_e453_4876_8495_e2fe7d720f73	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_859	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4455_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_864	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4635_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_870	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
http://who.int/icd#4440_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#hasSeverityScale	http://who.int/icd#PostcoordinationSeverityScaleTerm_891	http://who.int/icd#7631_6649f4ab_e2bf_447e_94a9_797fc66c1078
